宜宾市	2014-04-02	70	52-98	良	48.6	82.2	32.4	0.771	34.3	46.4
宜昌市	2014-04-02	137	107-199	轻度污染	104.2	185.2	83.1	1.432	70.6	47.5
宝鸡市	2014-04-02	86	71-105	良	61	114.9	17.6	1.499	47	54.8
宿迁市	2014-04-02	116	94-143	轻度污染	87.6	132.4	32.4	1.506	35.1	78.9
富阳市	2014-04-02	86	69-111	良	59	116.9	38	0.933	41.4	40.9
寿光市	2014-04-02	126	71-207	轻度污染	90.6	165.9	45.8	0.883	32.5	94.2
岳阳市	2014-04-02	116	93-132	轻度污染	87.1	163.4	38.5	0.928	42.7	24.5
常州市	2014-04-02	89	55-146	良	65.1	96.2	48.8	1.107	52.2	55.5
常德市	2014-04-02	90	66-108	良	66.2	98	53.4	0.794	32.5	66.1
常熟市	2014-04-02	65	46-88	良	44.6	65.2	39.6	0.517	48.5	43
平度市	2014-04-02	122	51-442	轻度污染	65.1	142.1	18.6	0.612	36.6	92
平顶山市	2014-04-02	127	78-203	轻度污染	95.4	149	50.1	0.761	60.3	74
广州市	2014-04-02	52	38-68	良	35.4	47.7	11	1.288	60	25.3
库尔勒市	2014-04-02	151	75-500	中度污染	55.5	265.3	12.5	0.624	27.3	85.7
廊坊市	2014-04-02	161	89-397	中度污染	109.8	216.1	42.5	1.186	47	73.3
延安市	2014-04-02	75	49-107	良	36	98.5	13.5	2.448	42.7	43.7
开封市	2014-04-02	82	60-127	良	57	107.5	17.7	1.228	17.5	81.7
张家口市	2014-04-02	50	36-78	良	20.5	49.6	40.8	0.8	15.1	74.8
张家港市	2014-04-02	85	64-128	良	59	96	28.5	0.925	45.9	47.7
张家界市	2014-04-02	88	66-141	良	65.3	87.8	27.3	0.896	16.8	72.1
徐州市	2014-04-02	92	63-128	良	68	110.2	29.2	1.049	32.7	76.7
德州市	2014-04-02	108	78-156	轻度污染	78.3	143.3	30.8	0.817	30.6	61.5
德阳市	2014-04-02	94	71-146	良	69.5	102.1	20.8	0.851	34.9	55.3
惠州市	2014-04-02	38	27-53	优	25.6	34.6	19.2	1.028	32.5	44.7
成都市	2014-04-02	72	62-93	良	51.1	86.8	13.5	0.923	55	60.3
扬州市	2014-04-02	105	60-173	轻度污染	77.3	117.9	53.9	0.886	46.1	37
承德市	2014-04-02	82	54-117	良	42.6	107.4	31.9	0.64	32.5	75
抚顺市	2014-04-02	81	53-124	良	49.5	96.6	13.8	0.752	27.3	62.5
拉萨市	2014-04-02	64	49-88	良	24.7	76	11.9	0.982	11.3	107.2
招远市	2014-04-02	141	100-205	轻度污染	105.5	178.3	42.4	0.848	39.3	92.9
揭阳市	2014-04-02	67	53-83	良	48	42.7	22.5	1.789	23.1	63.5
攀枝花市	2014-04-02	58	45-112	良	28.7	65	29	1.3	25.3	60.5
文登市	2014-04-02	93	73-176	良	59.4	85.7	22.5	2.114	17.1	124.9
无锡市	2014-04-02	85	51-130	良	61.7	96.1	30	0.984	66.4	51.3
日照市	2014-04-02	78	48-117	良	55	93.4	21.1	0.734	38	54.6
昆山市	2014-04-02	83	61-106	良	58.5	90.5	29.4	0.688	57.9	48.3
昆明市	2014-04-02	59	48-72	良	30.4	67	22.7	0.948	31	71.5
曲靖市	2014-04-02	69	46-100	良	37.7	79.6	20.9	1.666	23.4	58.8
本溪市	2014-04-02	87	48-146	良	61.4	91	27	1.423	30	54.7
杭州市	2014-04-02	93	67-116	良	69.4	106.2	20.3	0.677	50	47.8
枣庄市	2014-04-02	128	82-176	轻度污染	96	182.5	55.8	0.798	35.7	98.4
柳州市	2014-04-02	98	71-149	良	73.2	101.4	40.7	1.153	34.7	62.9
株洲市	2014-04-02	147	94-210	轻度污染	110.5	168	114.6	1.578	82.6	11.6
桂林市	2014-04-02	96	74-123	良	71.3	89.5	23.3	0.824	27.6	57.2
